股票代號,股票名稱,日期,開盤價,最高價,最低價,收盤價,漲跌,漲幅(%),振幅(%),成交量,成交筆數,成交金額(千),均張,成交量變動(%),均張變動(%),股本(百萬),總市值(億),市值比重(%),本益比,股價淨值比,本益比(近四季),週轉率(%),成交值比重(%),漲跌停,成交量(股)
1737,臺鹽,20190524,33.7,35,33.7,34.4,0.7,2.08,3.86,1195,818,41121,1.5,-8.64,-6.25,2000,68.8,0.022,17.2,1.1,14.9,0.6,0.04,0,1195252
1742,台蠟,20190524,20.4,20.4,20.2,20.4,0.05,0.25,0.98,44,34,898,1.3,-57.69,-23.53,550,11.2,0.037,40.1,1.9,,0.08,0.003,0,44182
1752,南光,20190524,29.9,29.95,29.6,29.6,0,0,1.18,73,44,2180,1.7,0,6.25,1010,29.9,0.1,18.2,1.43,30.2,0.07,0.007,0,73236
1760,寶齡富錦,20190524,97.5,99,97.1,97.5,1.1,1.14,1.97,1238,945,121361,1.3,114.56,8.33,767,74.8,0.024,21.8,5.35,38.6,1.62,0.118,0,1238503
1762,中化生,20190524,25.2,25.5,25.2,25.25,-0.15,-0.59,1.18,251,123,6381,2,-27.87,17.65,776,19.6,0.006,19.8,0.96,7.2,0.33,0.006,0,251708
1773,勝一,20190524,85,86.3,84,86,3.2,3.86,2.78,256,208,21894,1.2,48.84,-14.29,1500,129,0.042,12.5,2.57,14.2,0.17,0.021,0,256531
1776,展宇,20190524,16.95,16.95,16.75,16.75,-0.2,-1.18,1.18,5,2,85,2.5,-28.57,150,696,11.7,0.004,166.5,1.13,,0.01,0,0,5000
1777,生泰,20190524,76.8,77,76.8,77,0.4,0.52,0.26,3,3,231,1,-80,-33.33,301,23.2,0.077,13.7,2.03,13.8,0.01,0.001,0,3000
1781,合世,20190524,9.67,9.67,9.67,9.67,0.19,2,0,1,4,10,0.3,-94.44,-76.92,474,4.6,0.015,,1.37,,0,0,0,1034
1783,和康生,20190524,23.3,23.5,23.15,23.2,-0.05,-0.22,1.51,91,73,2129,1.2,1.11,-25,694,16.1,0.005,26,1.89,29.1,0.13,0.002,0,91352
1784,訊聯,20190524,38.5,38.65,37.6,37.65,0.15,0.4,2.8,1692,1160,64374,1.5,-57.41,7.14,496,18.7,0.062,46.7,1.71,79.5,3.44,0.202,0,1692300
1785,光洋科,20190524,20.25,20.3,19.55,19.6,-0.4,-2,3.75,1985,931,39469,2.1,-57.5,-8.7,4384,85.9,0.286,14,1.48,20.8,0.46,0.124,0,1985287
1786,科妍,20190524,61.4,62.6,61.4,61.7,0.2,0.33,1.95,126,104,7838,1.2,-56.4,-14.29,581,35.8,0.012,30.9,2.78,44.2,0.22,0.008,0,126482
1787,福盈科,20190524,27.3,27.35,27.3,27.35,0,0,0.18,13,5,355,2.6,-90.58,-46.94,679,18.6,0.062,15.2,1.63,16,0.02,0.001,0,13001
1788,杏昌,20190524,103.5,103.5,103,103,0.5,0.49,0.49,7,7,724,1,-63.16,-9.09,360,37.1,0.124,14.3,2.07,15,0.02,0.002,0,7000
1789,神隆,20190524,24.55,25.35,24.5,25.1,0.55,2.24,3.46,557,355,13890,1.6,114.23,14.29,7907,198.5,0.064,39.7,1.83,51.4,0.07,0.013,0,557626
1795,美時,20190524,108,109,104.5,104.5,-0.5,-0.48,4.29,13675,8704,1467790,1.6,73.36,14.29,2431,254,0.846,23,3.15,70.7,5.78,4.601,0,13675343
1796,金穎生技,20190524,35.05,35.5,35.05,35.5,-0.5,-1.39,1.25,3,6,106,0.5,200,0,278,9.9,0.033,,2.33,203.5,0.01,0,0,3003
1799,易威,20190524,9.8,9.89,9.7,9.8,0,0,1.94,79,36,769,2.2,-53.25,29.41,1088,10.7,0.036,,1.17,,0.07,0.002,0,79000
1802,台玻,20190524,12.05,12.2,12.05,12.05,0,0,1.24,822,291,9961,2.8,9.45,40,29081,350.4,0.113,,0.78,3317.8,0.03,0.01,0,822500
1805,寶徠,20190524,9.61,9.61,9.61,9.61,0.11,1.16,0,3,2,29,1.5,-91.67,-46.43,803,7.7,0.002,,1.34,,0,0,0,3000
1806,冠軍,20190524,6.39,6.44,6.38,6.42,0,0,0.93,253,46,1628,5.5,39.78,48.65,4338,27.8,0.009,,0.44,,0.06,0.002,0,253760
1808,潤隆,20190524,63,63.5,62.2,62.9,-0.5,-0.79,2.05,1396,908,87734,1.5,-9.64,-25,3083,193.9,0.062,10.5,2.62,15.1,0.45,0.085,0,1396300
1809,中釉,20190524,12.7,12.85,12,12,-0.4,-3.23,6.85,5487,2091,67658,2.6,-58.4,0,1670,20,0.006,,0.64,1883.5,3.38,0.066,0,5487304
1810,和成,20190524,7.91,7.91,7.83,7.85,-0.05,-0.63,1.01,101,28,794,3.6,-26.28,-7.69,3699,29,0.009,,0.52,,0.03,0.001,0,101000
1813,寶利徠,20190524,26.95,27,26.7,26.85,0.15,0.56,1.12,76,51,2042,1.5,-63.64,0,466,12.5,0.042,19.2,1.29,16.5,0.16,0.006,0,76000
1815,富喬,20190524,14.35,14.45,14.3,14.3,-0.05,-0.35,1.05,808,322,11618,2.5,-9.11,4.17,4288,61.3,0.204,17.9,0.83,18.6,0.19,0.036,0,808854
1817,凱撒衛,20190524,38,38,37.65,37.65,-0.05,-0.13,0.93,54,36,2039,1.5,237.5,15.38,726,27.3,0.009,11.1,1.56,11.4,0.07,0.002,0,54000
1902,台紙,20190524,18.4,18.4,18.25,18.3,0,0,0.82,46,42,852,1.1,-78.6,-45,4020,73.6,0.024,17.6,1.18,24,0.01,0.001,0,46535
1903,士紙,20190524,31.6,31.9,31.6,31.8,0.2,0.63,0.95,22,21,700,1,-52.17,-16.67,2600,82.7,0.027,,3.2,,0.01,0.001,0,22001
1904,正隆,20190524,19.2,19.4,19.2,19.35,0.1,0.52,1.04,751,451,14514,1.7,6.83,6.25,11083,214.5,0.069,11,0.93,9.7,0.07,0.014,0,751198
1905,華紙,20190524,9.52,9.61,9.52,9.55,0.03,0.32,0.95,345,151,3304,2.3,-8.49,15,11028,105.3,0.034,21.9,0.66,21.7,0.03,0.003,0,345142
1906,寶隆,20190524,13.6,13.65,13.55,13.65,0.1,0.74,0.74,58,30,790,1.9,-50,5.56,1510,20.6,0.007,34.4,0.47,3.9,0.04,0.001,0,58000
1907,永豐餘,20190524,11.55,11.65,11.5,11.6,0.15,1.31,1.31,905,385,10509,2.4,31.35,-20,16604,192.6,0.062,16.6,0.51,13.3,0.05,0.01,0,905018
1909,榮成,20190524,15.45,15.6,15.45,15.45,0,0,0.97,1497,726,23229,2.1,-60.06,-19.23,11677,180.4,0.058,17,0.8,21.9,0.13,0.023,0,1497386
2002,中鋼,20190524,24.55,24.55,24.3,24.4,-0.05,-0.2,1.02,8087,3401,197129,2.4,-25.63,-22.58,157731,3848.6,1.236,20.6,1.21,16.4,0.05,0.191,0,8087568
2006,東和鋼鐵,20190524,22.4,22.45,22.3,22.4,0.15,0.67,0.67,517,363,11575,1.4,-67.95,-26.32,10041,224.9,0.072,15.2,0.92,23.5,0.05,0.011,0,517262
2007,燁興,20190524,4.84,4.86,4.81,4.86,0.05,1.04,1.04,7,11,37,0.6,-89.86,-68.42,5307,25.8,0.008,,0.8,,0,0,0,7564
2008,高興昌,20190524,12.35,12.35,12.35,12.35,0,0,0,14,8,183,1.8,75,12.5,2009,24.8,0.008,,1.06,,0.01,0,0,14877
2009,第一銅,20190524,10,10.05,9.99,10.05,0.05,0.5,0.6,251,116,2517,2.2,-29.49,15.79,3596,36.1,0.012,100.4,0.99,58.1,0.07,0.002,0,251090
2010,春源,20190524,10.4,10.4,10.35,10.35,0,0,0.48,112,53,1168,2.1,-22.22,-30,6477,67,0.022,34.6,0.64,33.1,0.02,0.001,0,112754
2012,春雨,20190524,23.85,23.85,23.4,23.4,-0.45,-1.89,1.89,19,11,448,1.7,-64.81,-10.53,2878,67.3,0.022,13,1.73,13.9,0.01,0,0,19000
2013,中鋼構,20190524,25.6,25.65,25.3,25.65,0.15,0.59,1.37,172,131,4389,1.3,-43.97,8.33,2000,51.3,0.017,42.8,1.2,46.7,0.09,0.004,0,172161
2014,中鴻,20190524,10.85,10.9,10.8,10.85,0.05,0.46,0.93,3614,857,39227,4.2,-33.2,-10.64,14355,155.8,0.05,7.8,1.04,6.5,0.25,0.038,0,3614713
2015,豐興,20190524,63.4,64,63.4,63.6,0.2,0.32,0.95,142,109,9083,1.3,-42.97,0,5816,369.9,0.119,13.2,1.91,12.5,0.02,0.009,0,142630
2017,官田鋼,20190524,8.07,8.11,7.9,8.07,-0.01,-0.12,2.6,205,128,1641,1.6,105,-23.81,3419,27.6,0.009,81.2,0.68,36.1,0.06,0.002,0,205062
2020,美亞,20190524,16.6,16.65,16.55,16.6,-0.05,-0.3,0.6,109,62,1816,1.8,-65.94,-33.33,2225,36.9,0.012,9.2,1.14,8.6,0.05,0.002,0,109390
2022,聚亨,20190524,6.59,6.64,6.58,6.59,0.01,0.15,0.91,721,207,4766,3.5,-14.06,40,4798,31.6,0.01,65.9,0.63,,0.15,0.005,0,721643
2023,燁輝,20190524,9.22,9.38,9.22,9.3,0.02,0.22,1.72,599,379,5581,1.6,-27.31,-11.11,18758,174.4,0.056,,0.63,,0.03,0.005,0,599121
2024,志聯,20190524,10.8,10.9,10.75,10.85,0.05,0.46,1.39,43,31,465,1.4,-92.52,-57.58,975,10.6,0.003,27.1,0.89,16.7,0.04,0,0,43003
2025,千興,20190524,1.64,1.69,1.64,1.69,0,0,2.96,181,25,299,7.2,-67.21,-64.71,2812,4.8,,,0.44,,0.06,0,0,181001
2027,大成鋼,20190524,43.9,44.45,43.8,43.8,-0.25,-0.57,1.48,5360,2355,235457,2.3,-56.79,21.05,12338,540.4,0.174,8.9,1.72,9.1,0.44,0.228,0,5360805
2028,威致,20190524,9.26,9.29,9.26,9.29,-0.02,-0.21,0.32,63,26,593,2.4,6.78,33.33,3257,30.3,0.01,9.3,1.28,7.5,0.02,0.001,0,63971
2029,盛餘,20190524,18.35,18.8,18.35,18.4,-0.1,-0.54,2.43,106,62,1955,1.7,-17.83,-5.56,3212,59.1,0.019,,0.68,97,0.03,0.002,0,106000
2030,彰源,20190524,12.65,12.9,12.65,12.8,0.1,0.79,1.97,362,158,4645,2.3,2.55,21.05,2865,36.7,0.012,7.6,0.89,8.2,0.13,0.005,0,362228
2031,新光鋼,20190524,30.85,31.1,30.75,30.85,0,0,1.13,410,343,12690,1.2,-42.82,-29.41,3107,95.9,0.031,12.3,1.38,51.2,0.13,0.012,0,410726
2032,新鋼,20190524,8.76,8.86,8.76,8.78,-0.11,-1.24,1.12,26,16,228,1.6,333.33,33.33,1305,11.5,0.004,88.1,0.69,58.8,0.02,0,0,26000
2033,佳大,20190524,10.15,10.15,9.95,9.95,-0.1,-1,1.99,20,18,200,1.1,-73.33,-21.43,807,8,0.003,47.2,0.82,100.8,0.03,0,0,20000
2034,允強,20190524,26.6,26.85,26.45,26.7,0.2,0.75,1.51,683,341,18284,2,-18.79,5.26,4071,108.7,0.035,11,1.34,11.2,0.17,0.018,0,683805
2035,唐榮,20190524,40.25,40.25,40.25,40.25,0.6,1.51,0,12,6,483,2,300,150,3500,140.9,0.469,,2.87,,0,0.002,0,12000
2038,海光,20190524,7.44,7.55,7.44,7.51,0.09,1.21,1.48,152,85,1143,1.8,10.14,-45.45,1813,13.6,0.004,,0.41,,0.08,0.001,0,152600
2049,上銀,20190524,238,240,232.5,232.5,-5.5,-2.31,3.15,2108,1705,497848,1.2,-16.84,-7.69,3006,698.9,0.225,18.1,2.78,14.6,0.71,0.483,0,2108586
2059,川湖,20190524,305,309.5,305,306,0,0,1.47,241,245,74094,1,167.78,0,953,291.6,0.094,16,2.77,15.3,0.25,0.072,0,241384
2061,風青,20190524,9.19,9.19,9.07,9.07,-0.06,-0.66,1.31,5,10,46,0.5,-85.71,-80,587,5.3,0.018,88.7,0.89,,0.01,0,0,5064
2062,橋椿,20190524,35.2,35.2,34.6,34.85,0,0,1.72,88,62,3065,1.4,-43.95,0,1630,56.8,0.018,37.6,1.03,41.5,0.05,0.003,0,88000
2063,世鎧,20190524,40.35,40.5,40,40.35,0,0,1.24,92,49,3711,1.9,21.05,0,450,18.2,0.061,11.2,2.32,10.8,0.2,0.012,0,92075
2064,晉椿,20190524,14,14,14,14,0.1,0.72,0,2,1,28,2,-50,53.85,700,9.8,0.033,,0.71,15.7,0,0,0,2000
2065,世豐,20190524,39.45,39.6,39.2,39.4,0.2,0.51,1.02,34,22,1341,1.5,6.25,25,327,12.9,0.043,11.9,1.25,11.8,0.1,0.004,0,34000
2066,世德,20190524,76.2,76.7,76.2,76.6,0.6,0.79,0.66,5,7,388,0.7,-68.75,-36.36,365,28,0.093,19.2,2.48,14.6,0.01,0.001,0,5065
2067,嘉鋼,20190524,12.75,12.75,12.4,12.45,-0.3,-2.35,2.75,20,13,258,1.5,900,50,451,5.6,0.019,,1.06,11.1,0.05,0.001,0,20467
2069,運錩,20190524,23.5,23.6,23.4,23.55,0.05,0.21,0.85,178,89,4184,2,-32.83,0,1562,36.8,0.012,23.9,0.96,4.4,0.11,0.004,0,178010
2070,精湛,20190524,35.1,35.4,35,35.4,-0.1,-0.28,1.13,22,19,774,1.2,69.23,9.09,368,13,0.043,14.2,1.31,15.2,0.06,0.002,0,22000
2101,南港,20190524,35,35.4,34.85,35.1,0.15,0.43,1.57,1205,750,42323,1.6,-13.37,-5.88,8339,292.7,0.094,58.8,2.72,79.4,0.14,0.041,0,1205416
2102,泰豐,20190524,12.85,13.05,12.65,12.7,-0.15,-1.17,3.11,2974,1111,38109,2.7,-25.95,22.73,4733,60.1,0.019,,0.75,,0.63,0.037,0,2974415
2103,台橡,20190524,27.65,27.7,27.4,27.65,0,0,1.08,472,364,12991,1.3,34.86,0,8257,228.3,0.074,19,1.43,18.4,0.06,0.013,0,472039
2104,國際中橡,20190524,36.95,37.4,36.85,37.15,0.15,0.41,1.49,2173,1306,80834,1.7,-42.62,6.25,8714,323.7,0.104,10.5,1.04,11,0.25,0.078,0,2173304
2105,正新,20190524,39.95,39.95,39.35,39.4,-0.45,-1.13,1.51,2295,1431,90689,1.6,-30.5,-5.88,32414,1277.1,0.411,29.7,1.56,38.1,0.07,0.088,0,2295860
2106,建大,20190524,28.85,29.65,28.75,28.95,-0.05,-0.17,3.1,330,288,9586,1.1,30.43,0,8744,253.1,0.081,31.5,1.31,31.3,0.04,0.009,0,330807
2107,厚生,20190524,17.55,17.7,17.55,17.6,0.1,0.57,0.86,332,191,5846,1.7,-46.88,-15,3500,61.6,0.02,17.9,0.58,22.8,0.09,0.006,0,332239
2108,南帝,20190524,35.6,36.2,35.2,35.6,0.05,0.14,2.81,1157,826,41477,1.4,55.3,7.69,4924,175.3,0.056,10.3,2.07,10.2,0.24,0.04,0,1157563
2109,華豐,20190524,10.05,10.2,10.05,10.1,-0.25,-2.42,1.45,94,42,963,2.2,-55.45,-21.43,3323,33.6,0.011,101.7,1.25,,0.03,0.001,0,94812
2114,鑫永銓,20190524,84.5,85.6,84.5,85.1,0,0,1.29,11,10,935,1.1,-52.17,-8.33,675,57.4,0.018,14.2,2.4,13.7,0.02,0.001,0,11000
2115,六暉-KY,20190524,39.2,39.3,39.2,39.3,-0.05,-0.13,0.25,7,11,294,0.6,0,-40,820,32.2,0.01,12.8,1.37,13.8,0.01,0,0,7500
2201,裕隆,20190524,21.55,22.1,21.55,21.8,0,0,2.52,7810,3030,170280,2.6,-22.66,-13.33,15729,342.9,0.11,10.1,0.47,34.3,0.5,0.165,0,7810111
2204,中華,20190524,26.95,27.2,26.95,27.1,0.15,0.56,0.93,953,608,25807,1.6,-49.5,-11.11,13841,375.1,0.121,11.1,0.7,12.4,0.07,0.025,0,953565
2206,三陽工業,20190524,21.45,21.8,21.45,21.75,0.3,1.4,1.63,1781,804,38584,2.2,-3.31,4.76,8536,185.7,0.06,7.8,1.24,6.6,0.21,0.037,0,1781714
2207,和泰車,20190524,496.5,503,482,483.5,-14,-2.81,4.22,473,467,233944,1,-26.78,0,5462,2640.9,0.85,23.7,5.04,26.9,0.09,0.227,0,473332
2208,台船,20190524,27.4,27.45,26.9,26.9,-0.1,-0.37,2.04,1075,630,29231,1.7,-35.74,-15,4730,127.2,0.041,,1.61,,0.23,0.028,0,1075954
2221,大甲,20190524,32.6,33,32.6,32.85,0.25,0.77,1.23,19,18,625,1.1,-65.45,-21.43,423,13.9,0.046,9.6,1.72,9.4,0.04,0.002,0,19000
2227,裕日車,20190524,261.5,264,261.5,263,1,0.38,0.95,88,96,23290,0.9,-12.87,-18.18,3000,789,0.254,12.9,3.53,12.5,0.03,0.023,0,88509
2228,劍麟,20190524,83.4,84.5,83.2,83.3,0,0,1.56,34,27,2842,1.3,-34.62,18.18,758,63.1,0.02,12,1.61,12.1,0.05,0.003,0,34008
2230,泰茂,20190524,13.5,13.6,13.5,13.6,0,0,0.74,18,14,243,1.3,-25,-13.33,399,5.4,0.018,45.2,1.1,25.3,0.05,0.001,0,18000
2231,為升,20190524,268,271,266,266,-1,-0.37,1.87,278,284,74728,1,-26.46,-9.09,1165,309.9,0.1,21.8,7.87,26.8,0.24,0.073,0,278508
2233,宇隆,20190524,69.9,70.8,69.8,70.6,0.7,1,1.43,157,142,11076,1.1,-12.78,0,603,42.6,0.142,9.6,1.55,9.4,0.26,0.035,0,157574
2235,謚源,20190524,81.3,83.4,80,80.3,-0.2,-0.25,4.22,438,286,35856,1.5,92.95,36.36,359,28.8,0.096,22.3,2.16,23.8,1.25,0.112,0,438220
2236,百達-KY,20190524,25.5,25.5,25.3,25.3,-0.2,-0.78,0.78,5,7,127,0.7,0,0,411,10.4,0.003,14.1,0.87,10,0.01,0,0,5011
2239,英利-KY,20190524,113,114.5,112,114.5,1.5,1.33,2.21,61,59,6929,1,24.49,11.11,1180,135.1,0.043,10.5,1.18,12.9,0.05,0.007,0,61000
2243,宏旭-KY,20190524,15,15,14.9,14.9,0.1,0.68,0.68,3,3,45,1,-40,0,437,6.5,0.002,,0.64,,0.01,0,0,3000
2301,光寶科,20190524,43.95,44.25,43.9,44.1,0.15,0.34,0.8,3307,1731,145718,1.9,15.15,-5,23509,1036.7,0.334,13.3,1.4,12.4,0.14,0.141,0,3307641
2302,麗正,20190524,7.88,8.04,7.75,7.88,-0.03,-0.38,3.67,144,66,1141,2.2,-14.79,-21.43,1663,13.1,0.004,77.1,0.8,35.1,0.09,0.001,0,144235
2303,聯電,20190524,12.95,13.1,12.9,12.95,0.1,0.78,1.56,27753,6123,360807,4.5,-41.67,-21.05,121243,1570.1,0.505,25.4,0.75,32.2,0.23,0.35,0,27753770
2305,全友,20190524,5.93,6.05,5.93,6.04,0.04,0.67,2,220,68,1325,3.2,98.2,33.33,2057,12.4,0.004,,0.56,326.2,0.11,0.001,0,220857
2308,台達電,20190524,135,142,135,140,3.5,2.56,5.13,9433,5298,1310623,1.8,-3.4,-18.18,25975,3636.5,1.171,15.8,2.7,19.4,0.36,1.272,0,9433000
2312,金寶,20190524,10.05,10.25,10.05,10.15,0.1,1,1.99,1026,385,10448,2.7,-31.42,12.5,14521,147.4,0.047,25.4,0.91,16.8,0.07,0.01,0,1026509
2313,華通,20190524,23.5,23.5,23,23,-0.7,-2.95,2.11,15098,4552,351772,3.3,38.46,32,11918,274.1,0.088,10.8,1.13,12.3,1.28,0.341,0,15098822
2314,台揚,20190524,22.5,22.75,22.2,22.2,-0.25,-1.11,2.45,880,530,19805,1.7,11.11,0,2280,50.6,0.016,19.6,1.82,95.3,0.39,0.019,0,880845
2316,楠梓電,20190524,20.55,20.75,20.45,20.5,0.2,0.99,1.48,1666,781,34313,2.1,-65.54,-30,2256,46.2,0.015,10.3,0.62,9.7,0.74,0.033,0,1666277
2317,鴻海,20190524,71.5,72.2,71.1,71.4,-0.1,-0.14,1.54,40844,18744,2925563,2.2,-35.87,0,138630,9898.2,3.187,8.8,0.78,7.9,0.3,2.839,0,40844359
2321,東訊,20190524,1.87,1.96,1.87,1.96,-0.03,-1.51,4.52,42,10,79,4.2,10.53,0,3153,6.2,,,1.51,,0.01,0,0,42214
2323,中環,20190524,6.3,6.41,6.3,6.32,0.01,0.16,1.74,5342,1555,33884,3.4,-28.99,-20.93,17260,109.1,0.035,15.8,0.57,10.1,0.31,0.033,0,5342802
2324,仁寶,20190524,19.05,19.05,18.95,19,0,0,0.53,4161,1416,79084,2.9,-55.82,-38.3,44071,837.3,0.27,10.6,0.78,9.4,0.09,0.077,0,4161904
2327,國巨,20190524,245.5,248,242,242,-2.5,-1.02,2.45,4858,3687,1189669,1.3,-54.43,0,4271,1033.6,0.333,7.8,1.65,3.2,1.15,1.154,0,4858923
2328,廣宇,20190524,23.95,24.1,23.7,23.75,0,0,1.68,1538,790,36790,1.9,-72.81,-5,5183,123.1,0.04,10.2,1.09,10.1,0.3,0.036,0,1538696
2329,華泰,20190524,13.75,14.25,13.75,14,0.15,1.08,3.61,2079,715,29135,2.9,-89.09,-59.72,5523,77.3,0.025,26.6,1.39,153.5,0.38,0.028,0,2079131
2330,台積電,20190524,230,234,230,233,3,1.3,1.74,38226,14586,8866254,2.6,-38.6,4,259304,60417.8,19.451,17.8,3.47,18.7,0.15,8.603,0,38226789
2331,精英,20190524,12.05,12.25,12.05,12.2,0.2,1.67,1.67,251,160,3065,1.6,-43.97,-50,5574,68,0.022,,0.62,69.5,0.05,0.003,0,251724
2332,友訊,20190524,11.5,11.65,11.5,11.5,0.05,0.44,1.31,2217,946,25624,2.3,-49.64,-23.33,6520,75,0.024,,0.82,,0.34,0.025,0,2217131
2337,旺宏,20190524,20.9,21.1,20.5,20.5,-0.4,-1.91,2.87,28771,8421,596935,3.4,-39.31,-2.86,18402,377.2,0.121,17.7,1.19,5.2,1.58,0.579,0,28771742
2338,光罩,20190524,22.45,23.05,22.45,22.5,0.05,0.22,2.67,955,581,21659,1.6,-16.67,0,2527,56.9,0.018,16.3,2.17,32,0.38,0.021,0,955000
2340,光磊,20190524,19.9,20.3,19.8,20,0.1,0.5,2.51,2752,1301,55186,2.1,-31.46,5,4454,89.1,0.029,12.8,1.17,14.6,0.62,0.054,0,2752199
2342,茂矽,20190524,17.75,18.05,17.6,17.8,0.05,0.28,2.54,196,159,3516,1.2,-16.95,-14.29,1563,27.8,0.009,,1.21,20.8,0.13,0.003,0,196990
2344,華邦電,20190524,13.85,13.95,13.75,13.8,0,0,1.45,9348,3429,129144,2.7,-29.44,-3.57,39800,549.2,0.177,21.5,0.86,8.7,0.24,0.125,0,9348612
2345,智邦,20190524,120,121.5,118,118.5,-1,-0.84,2.93,2803,2125,335447,1.3,-15.98,-7.14,5577,660.9,0.213,18.7,5.92,20.7,0.51,0.325,0,2803659
2347,聯強,20190524,37.5,37.5,37.25,37.25,-0.25,-0.67,0.67,1780,1069,66538,1.7,-13.59,-15,16679,621.3,0.2,9.3,1.21,10.3,0.11,0.065,0,1780736
2348,海悅,20190524,40.3,40.3,40.05,40.15,0.15,0.38,0.63,87,68,3492,1.3,-53.23,8.33,856,34.4,0.011,9.3,2.33,8.9,0.1,0.003,0,87015
2349,錸德,20190524,8.25,8.42,8.22,8.29,0.04,0.48,2.42,3545,1269,29450,2.8,-22,-12.5,12842,106.5,0.034,,1.15,,0.28,0.029,0,3545414
2351,順德,20190524,60,61,60,60.2,0.2,0.33,1.67,240,185,14482,1.3,-50.1,-13.33,1821,109.6,0.035,12,1.86,13.2,0.13,0.014,0,240000
2352,佳世達,20190524,18.75,18.9,18.75,18.75,-0.1,-0.53,0.8,2041,899,38447,2.3,-16.66,-25.81,19668,368.8,0.119,8.9,1.09,9.4,0.1,0.037,0,2041471
2353,宏碁,20190524,19,19.1,18.55,18.55,-0.3,-1.59,2.92,7718,2780,144667,2.8,55.76,12,30749,570.4,0.184,16,0.96,18.6,0.25,0.14,0,7718629
2354,鴻準,20190524,60.9,61.3,60.7,60.7,0,0,0.99,1082,833,65906,1.3,-58.08,-18.75,14145,858.6,0.276,10.1,0.82,9.6,0.08,0.064,0,1082997
2355,敬鵬,20190524,31.4,31.8,31.25,31.5,0.1,0.32,1.75,643,386,20323,1.7,-29.11,21.43,3975,125.2,0.04,14.3,0.8,325.9,0.16,0.02,0,643164
2356,英業達,20190524,23.4,23.45,23.3,23.35,-0.25,-1.06,0.64,5166,2067,120749,2.5,17.62,13.64,35875,837.7,0.27,11.5,1.45,12.1,0.14,0.117,0,5166651
2357,華碩,20190524,220,220,217,217,-2,-0.91,1.37,783,699,170847,1.1,22.15,-8.33,7428,1611.9,0.519,13.7,0.95,39.9,0.11,0.166,0,783547
2358,廷鑫,20190524,15.25,15.5,15.15,15.4,0.15,0.98,2.3,90,57,1390,1.6,-62.34,6.67,946,14.6,0.005,25.6,1.19,27.1,0.1,0.001,0,90574
2359,所羅門,20190524,21.85,21.85,21.4,21.45,-0.25,-1.15,2.07,445,300,9611,1.5,-32.37,-28.57,1715,36.8,0.012,13.4,0.79,8.2,0.26,0.009,0,445623
2360,致茂,20190524,123,129,122.5,126,3.5,2.86,5.31,1296,1086,163301,1.2,-6.9,-7.69,4174,525.9,0.169,21,3.54,21.8,0.31,0.158,0,1296357
2362,藍天,20190524,28.1,28.45,28.1,28.35,-0.05,-0.18,1.23,79,69,2260,1.1,-67.49,-8.33,6698,189.9,0.061,17.7,0.44,19.3,0.01,0.002,0,79790
2363,矽統,20190524,8.5,8.5,8,8.02,0.21,2.69,6.4,2700,1081,22091,2.5,153.28,38.89,5601,44.9,0.014,,0.71,,0.49,0.021,0,2700710
2364,倫飛,20190524,2.75,2.88,2.75,2.87,0.16,5.9,4.8,26,16,74,1.6,36.84,14.29,1989,5.7,,,1.8,,0.01,0,0,26571
2365,昆盈,20190524,8.4,8.54,8.35,8.54,0.11,1.3,2.25,164,88,1390,1.9,62.38,-9.52,2345,20,0.006,42.6,0.66,56.4,0.07,0.001,0,164700
2367,燿華,20190524,17.4,17.95,17.4,17.95,0.55,3.16,3.16,8743,2814,155418,3.1,36.82,29.17,6194,111.2,0.036,9.7,1.09,13.7,1.4,0.151,0,8743582
2368,金像電,20190524,10.75,11,10.75,10.75,-0.05,-0.46,2.31,5122,1389,55590,3.7,4.36,27.59,5465,58.7,0.019,20.5,0.86,35.3,0.95,0.054,0,5122906
